gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
ADAMTS19	ENSG00000145808.10	ENST00000274487.9	95	3642	5201	3736
FILIP1	ENSG00000118407.15	ENST00000237172.12	394	3642	4636	4035
SLC12A2	ENSG00000064651.14	ENST00000262461.7	190	3639	6874	3828
GRM5	ENSG00000168959.15	ENST00000305447.5	408	3639	7996	4046
DSEL	ENSG00000171451.15	ENST00000310045.9	1245	3639	9266	4883
MOV10L1	ENSG00000073146.17	ENST00000262794.10	84	3636	3957	3719
ANKFY1	ENSG00000185722.18	ENST00000570535.5	118	3636	6458	3753
ADAMTS2	ENSG00000087116.17	ENST00000251582.12	134	3636	6783	3769
GRID2IP	ENSG00000215045.9	ENST00000457091.3	26	3636	4657	3661
PPFIA4	ENSG00000143847.16	ENST00000692772.1	539	3633	6614	4171
EGFR	ENSG00000146648.21	ENST00000275493.7	262	3633	9905	3894
PER3	ENSG00000049246.15	ENST00000377532.8	311	3633	6365	3943
HIPK1	ENSG00000163349.22	ENST00000369558.5	233	3633	8157	3865
PLCB4	ENSG00000101333.19	ENST00000685298.1	264	3630	7825	3893
MTMR4	ENSG00000108389.10	ENST00000682306.1	232	3630	5987	3861
PPP1R26	ENSG00000196422.11	ENST00000356818.7	570	3630	4951	4199
ZNF804A	ENSG00000170396.9	ENST00000302277.7	432	3630	4527	4061
DZIP3	ENSG00000198919.13	ENST00000361582.8	191	3627	5304	3817
TIMELESS	ENSG00000111602.12	ENST00000553532.6	179	3627	5158	3805
RECQL4	ENSG00000160957.15	ENST00000617875.6	50	3627	3819	3676
PRDM15	ENSG00000141956.14	ENST00000269844.5	1012	3624	4710	4635
MYT1L	ENSG00000186487.21	ENST00000644820.1	903	3624	7269	4526
EGF	ENSG00000138798.13	ENST00000265171.10	454	3624	6388	4077
PARD3B	ENSG00000116117.20	ENST00000406610.7	526	3618	8492	4143
SEMA5B	ENSG00000082684.16	ENST00000451055.6	12	3618	4579	3629
ADAMTS3	ENSG00000156140.11	ENST00000286657.10	460	3618	6244	4077
ATP2B4	ENSG00000058668.16	ENST00000357681.10	853	3618	8697	4470
BRPF3	ENSG00000096070.19	ENST00000357641.10	254	3618	6052	3871
XPO5	ENSG00000124571.18	ENST00000265351.12	175	3615	5323	3789
FNDC3B	ENSG00000075420.13	ENST00000415807.7	223	3615	8031	3837
ATP13A1	ENSG00000105726.17	ENST00000357324.11	11	3615	3849	3625
INTS2	ENSG00000108506.14	ENST00000444766.7	77	3615	5878	3691
NOS3	ENSG00000164867.11	ENST00000297494.8	336	3612	4366	3947
GLG1	ENSG00000090863.12	ENST00000205061.9	21	3612	8261	3632
PTCH2	ENSG00000117425.14	ENST00000372192.4	322	3612	4410	3933
CGN	ENSG00000143375.15	ENST00000271636.12	144	3612	5101	3755
HCN4	ENSG00000138622.4	ENST00000261917.4	689	3612	6922	4300
PAN2	ENSG00000135473.16	ENST00000548043.5	371	3609	4641	3979
CASKIN2	ENSG00000177303.10	ENST00000321617.8	542	3609	4969	4150
NLRP5	ENSG00000171487.16	ENST00000390649.8	1	3603	3885	3603
KIAA1755	ENSG00000149633.12	ENST00000279024.9	236	3603	6377	3838
TTLL4	ENSG00000135912.11	ENST00000392102.6	381	3600	5007	3980
FNDC3A	ENSG00000102531.16	ENST00000541916.5	349	3597	6328	3945
RGS3	ENSG00000138835.24	ENST00000374140.6	210	3597	4591	3806
TTC17	ENSG00000052841.16	ENST00000703837.1	36	3597	4650	3632
MTMR3	ENSG00000100330.16	ENST00000401950.7	324	3597	8987	3920
HIPK2	ENSG00000064393.16	ENST00000406875.8	376	3597	15329	3972
SMC2	ENSG00000136824.19	ENST00000374787.7	337	3594	4266	3930
AHI1	ENSG00000135541.22	ENST00000681522.1	505	3591	6333	4095
ATP13A4	ENSG00000127249.15	ENST00000342695.9	97	3591	7372	3687
KCNH7	ENSG00000184611.14	ENST00000332142.10	250	3591	4262	3840
SPEM3	ENSG00000283439.4	ENST00000636696.4	47	3591	3695	3637
ZBTB38	ENSG00000177311.12	ENST00000321464.7	611	3588	8014	4198
PPFIA3	ENSG00000177380.14	ENST00000334186.9	195	3585	4583	3779
ANKS1A	ENSG00000064999.16	ENST00000649117.1	139	3585	5615	3723
ENSG00000290315	ENSG00000290315.1	ENST00000703936.1	182	3585	3804	3766
GRM1	ENSG00000152822.15	ENST00000706833.1	449	3585	5597	4033
DIAPH3	ENSG00000139734.19	ENST00000400324.9	163	3582	4745	3744
SPAG5	ENSG00000076382.17	ENST00000321765.10	80	3582	3786	3661
LAMC2	ENSG00000058085.15	ENST00000264144.5	90	3582	5398	3671
ATP8B4	ENSG00000104043.15	ENST00000284509.11	154	3579	5688	3732
PKP4	ENSG00000144283.23	ENST00000389759.8	273	3579	4603	3851
AGAP2	ENSG00000135439.12	ENST00000547588.6	497	3579	5430	4075
RTN4	ENSG00000115310.19	ENST00000337526.11	152	3579	4697	3730
ATP11A	ENSG00000068650.19	ENST00000375630.6	89	3576	8768	3664
PLEKHG4	ENSG00000196155.13	ENST00000379344.8	265	3576	4512	3840
RC3H2	ENSG00000056586.16	ENST00000357244.7	318	3576	8964	3893
ARHGAP20	ENSG00000137727.13	ENST00000260283.8	286	3576	6189	3861
ZNF91	ENSG00000167232.14	ENST00000300619.12	118	3576	5400	3693
WAPL	ENSG00000062650.20	ENST00000298767.10	451	3573	6310	4023
ATN1	ENSG00000111676.15	ENST00000396684.3	589	3573	4702	4161
KIAA1614	ENSG00000135835.12	ENST00000367588.9	348	3573	9946	3920
FILIP1L	ENSG00000168386.19	ENST00000477258.2	460	3573	5635	4032
ITGA11	ENSG00000137809.17	ENST00000423218.6	97	3570	10192	3666
INPP5D	ENSG00000168918.14	ENST00000445964.6	138	3570	4902	3707
TDRD1	ENSG00000095627.10	ENST00000251864.7	154	3570	4870	3723
HR	ENSG00000168453.16	ENST00000680789.1	788	3570	5638	4357
DAB2IP	ENSG00000136848.19	ENST00000408936.8	143	3570	6744	3712
BRD1	ENSG00000100425.19	ENST00000404760.6	392	3570	4911	3961
ZC3H6	ENSG00000188177.15	ENST00000409871.6	399	3570	11539	3968
ATP8A2	ENSG00000132932.19	ENST00000381655.7	240	3567	9672	3806
FBXO38	ENSG00000145868.17	ENST00000340253.10	146	3567	4401	3712
PALB2	ENSG00000083093.11	ENST00000697379.2	300	3567	4125	3866
ARID5B	ENSG00000150347.17	ENST00000279873.12	12	3567	7492	3578
C6orf132	ENSG00000188112.10	ENST00000341865.9	177	3567	6385	3743
SPATA31C1	ENSG00000230246.9	ENST00000706933.1	30	3567	3779	3596
BAIAP3	ENSG00000007516.15	ENST00000324385.9	159	3564	4678	3722
TYK2	ENSG00000105397.15	ENST00000525621.6	379	3564	4243	3942
PTPN14	ENSG00000152104.12	ENST00000366956.10	575	3564	13360	4138
STXBP5L	ENSG00000145087.14	ENST00000273666.10	272	3561	9496	3832
SLF2	ENSG00000119906.13	ENST00000370269.3	133	3561	3712	3693
ERCC5	ENSG00000134899.24	ENST00000652225.2	236	3561	3888	3796
ENSG00000173366	ENSG00000173366.11	ENST00000494383.1	1	3559	3695	3559
PLCB2	ENSG00000137841.12	ENST00000260402.8	264	3558	4627	3821
ZSWIM5	ENSG00000162415.7	ENST00000359600.6	256	3558	5868	3813
VWA3A	ENSG00000175267.15	ENST00000389398.10	98	3555	4599	3652
CHTF18	ENSG00000127586.17	ENST00000631357.2	1	3555	3555	3555
CILP	ENSG00000138615.6	ENST00000261883.6	153	3555	5678	3707
PCDH12	ENSG00000113555.6	ENST00000231484.4	352	3555	5706	3906
MPHOSPH9	ENSG00000051825.15	ENST00000606320.6	226	3552	6369	3777
IQSEC3	ENSG00000120645.12	ENST00000538872.6	117	3549	7087	3665
ABL2	ENSG00000143322.22	ENST00000502732.6	281	3549	12217	3829
STON1-GTF2A1L	ENSG00000068781.21	ENST00000394754.5	115	3549	3824	3663
MCF2L	ENSG00000126217.22	ENST00000453297.6	1	3546	5315	3546
ITGA2	ENSG00000164171.11	ENST00000296585.10	118	3546	7843	3663
WDR35	ENSG00000118965.16	ENST00000345530.8	91	3546	6931	3636
ITGA7	ENSG00000135424.19	ENST00000555728.5	30	3546	3930	3575
KIAA2012	ENSG00000182329.14	ENST00000498697.3	374	3546	4130	3919
HEATR6	ENSG00000068097.16	ENST00000184956.11	8	3546	6108	3553
ATP13A2	ENSG00000159363.19	ENST00000326735.13	191	3543	3996	3733
PELP1	ENSG00000141456.16	ENST00000301396.8	77	3543	3673	3619
ITGAE	ENSG00000083457.12	ENST00000263087.9	45	3540	3803	3584
ITGA1	ENSG00000213949.10	ENST00000282588.7	439	3540	10736	3978
TNKS2	ENSG00000107854.7	ENST00000710380.1	227	3540	6242	3766
SEC31B	ENSG00000075826.17	ENST00000370345.8	126	3540	4634	3665
IGSF9	ENSG00000085552.18	ENST00000368094.6	216	3540	4059	3755
PC	ENSG00000173599.15	ENST00000651854.1	1252	3537	5137	4788
ZCCHC2	ENSG00000141664.10	ENST00000269499.10	401	3537	5937	3937
ENSG00000282936	ENSG00000282936.2	ENST00000634965.2	141	3537	4843	3677
DNAAF9	ENSG00000088854.13	ENST00000252032.10	113	3534	6912	3646
ATP11B	ENSG00000058063.16	ENST00000323116.10	257	3534	7315	3790
SLC9C1	ENSG00000172139.15	ENST00000305815.10	212	3534	4119	3745
THBS2	ENSG00000186340.17	ENST00000649844.1	138	3534	5699	3671
SREBF1	ENSG00000072310.18	ENST00000355815.8	171	3534	4253	3704
PRDM11	ENSG00000019485.14	ENST00000622142.5	246	3534	10730	3779
LARS1	ENSG00000133706.20	ENST00000394434.7	158	3531	4760	3688
WASHC4	ENSG00000136051.15	ENST00000620430.5	30	3525	3623	3554
POLR2B	ENSG00000047315.17	ENST00000381227.5	414	3525	4108	3938
PTPN21	ENSG00000070778.13	ENST00000556564.6	560	3525	6443	4084
ADNP	ENSG00000101126.18	ENST00000673732.1	620	3525	6631	4144
MYBPC1	ENSG00000196091.15	ENST00000452455.6	103	3522	3861	3624
BAG6	ENSG00000204463.14	ENST00000676571.1	296	3522	3920	3817
CTR9	ENSG00000198730.9	ENST00000361367.7	168	3522	4330	3689
TRPM5	ENSG00000070985.14	ENST00000533060.5	7	3522	3562	3528
POLR1B	ENSG00000125630.16	ENST00000541869.5	117	3522	5059	3638
NEK10	ENSG00000163491.18	ENST00000429845.6	364	3519	4250	3882
PLEKHA6	ENSG00000143850.16	ENST00000637508.1	154	3519	5704	3672
LAMB3	ENSG00000196878.15	ENST00000367030.7	119	3519	3931	3637
PCNX4	ENSG00000126773.13	ENST00000406854.6	551	3519	18069	4069
ZBED4	ENSG00000100426.7	ENST00000216268.6	476	3516	6893	3991
ITGAL	ENSG00000005844.19	ENST00000356798.11	97	3513	5129	3609
THBS1	ENSG00000137801.11	ENST00000260356.6	180	3513	7789	3692
RBM33	ENSG00000184863.11	ENST00000401878.8	217	3513	10168	3729
ITGAX	ENSG00000140678.17	ENST00000562522.2	34	3510	3990	3543
ZNF862	ENSG00000106479.11	ENST00000223210.5	238	3510	6942	3747
SORCS1	ENSG00000108018.17	ENST00000263054.11	181	3507	7444	3687
ADCY6	ENSG00000174233.12	ENST00000357869.8	189	3507	6092	3695
ITGA10	ENSG00000143127.13	ENST00000369304.8	37	3504	5130	3540
NOL8	ENSG00000198000.12	ENST00000545558.5	494	3504	4343	3997
FNIP1	ENSG00000217128.13	ENST00000510461.6	97	3501	6568	3597
TECPR1	ENSG00000205356.10	ENST00000447648.7	282	3498	6545	3779
LEPR	ENSG00000116678.20	ENST00000349533.11	170	3498	8211	3667
ATP8A1	ENSG00000124406.17	ENST00000381668.9	233	3495	8270	3727
TSC1	ENSG00000165699.15	ENST00000490179.4	310	3495	8690	3804
FHOD1	ENSG00000135723.14	ENST00000258201.9	72	3495	3813	3566
NRDE2	ENSG00000119720.18	ENST00000354366.8	38	3495	14008	3532
ARHGAP45	ENSG00000180448.11	ENST00000590214.5	80	3492	4191	3571
AFF4	ENSG00000072364.13	ENST00000265343.10	381	3492	9536	3872
AAK1	ENSG00000115977.21	ENST00000606389.8	400	3492	11319	3891
ZNF516	ENSG00000101493.11	ENST00000443185.7	371	3492	8678	3862
TTF2	ENSG00000116830.12	ENST00000369466.9	22	3489	9439	3510
KDM2A	ENSG00000173120.15	ENST00000529006.7	871	3489	7386	4359
SIN3B	ENSG00000127511.10	ENST00000379803.5	15	3489	5129	3503
CILP2	ENSG00000160161.9	ENST00000586018.5	103	3489	4234	3591
ITGAD	ENSG00000156886.12	ENST00000389202.3	27	3486	3889	3512
BMP2K	ENSG00000138756.19	ENST00000502613.3	195	3486	8012	3680
NPIPB11	ENSG00000254206.6	ENST00000698511.1	2748	3486	6369	6233
PRDM10	ENSG00000170325.16	ENST00000358825.9	233	3483	6322	3715
NUTM1	ENSG00000184507.17	ENST00000537011.6	383	3483	4109	3865
GTF2I	ENSG00000263001.8	ENST00000650807.1	89	3480	4730	3568
WASHC5	ENSG00000164961.16	ENST00000318410.12	303	3480	4139	3782
CATSPERG	ENSG00000099338.23	ENST00000409235.8	61	3480	3691	3540
SORCS2	ENSG00000184985.16	ENST00000507866.6	110	3480	6152	3589
HEPHL1	ENSG00000181333.12	ENST00000315765.10	16	3480	5809	3495
KCNH2	ENSG00000055118.17	ENST00000262186.10	409	3480	4292	3888
PCDH17	ENSG00000118946.12	ENST00000377918.8	804	3480	8300	4283
RAD51AP2	ENSG00000214842.6	ENST00000399080.3	26	3480	3730	3505
AEBP1	ENSG00000106624.11	ENST00000223357.8	322	3477	4097	3798
HEPH	ENSG00000089472.18	ENST00000343002.7	238	3477	4431	3714
STYXL2	ENSG00000198842.10	ENST00000361200.7	137	3477	4170	3613
NRIP1	ENSG00000180530.11	ENST00000318948.7	794	3477	7751	4270
DHX37	ENSG00000150990.9	ENST00000308736.7	110	3474	4559	3583
NCAPG2	ENSG00000146918.20	ENST00000409339.3	115	3471	5253	3585
NUP133	ENSG00000069248.12	ENST00000261396.6	93	3471	5208	3563
CD163	ENSG00000177575.13	ENST00000359156.8	204	3471	4268	3674
MAML2	ENSG00000184384.15	ENST00000524717.6	1301	3471	7121	4771
NPAP1	ENSG00000185823.5	ENST00000329468.5	94	3471	7619	3564
TBC1D8	ENSG00000204634.13	ENST00000409318.2	130	3468	4190	3597
CACNA2D4	ENSG00000151062.15	ENST00000586184.5	1	3465	3499	3465
JAK1	ENSG00000162434.14	ENST00000672434.2	466	3465	5258	3930
CARD11	ENSG00000198286.11	ENST00000396946.9	327	3465	4287	3791
CCDC136	ENSG00000128596.17	ENST00000297788.9	445	3465	4246	3909
PDZD8	ENSG00000165650.12	ENST00000334464.7	214	3465	9672	3678
CACNA2D2	ENSG00000007402.12	ENST00000423994.6	1	3462	5329	3462
ITGAM	ENSG00000169896.18	ENST00000648685.1	99	3462	4745	3560
OTOA	ENSG00000155719.18	ENST00000286149.8	2	3462	3471	3463
NOS2	ENSG00000007171.19	ENST00000313735.11	265	3462	4206	3726
RPGR	ENSG00000156313.15	ENST00000645032.1	143	3459	4733	3601
STXBP5	ENSG00000164506.16	ENST00000321680.11	117	3456	9290	3572
MYRF	ENSG00000124920.14	ENST00000278836.10	110	3456	5940	3565
XPO4	ENSG00000132953.18	ENST00000255305.11	9	3456	9857	3464
ZFPM2	ENSG00000169946.14	ENST00000407775.7	505	3456	4961	3960
WDR6	ENSG00000178252.19	ENST00000395474.7	281	3456	4401	3736
SLC12A6	ENSG00000140199.13	ENST00000354181.8	523	3453	8072	3975
CCAR1	ENSG00000060339.14	ENST00000265872.11	95	3453	4658	3547
MAN2A2	ENSG00000196547.15	ENST00000559717.6	150	3453	6394	3602
PRTG	ENSG00000166450.13	ENST00000389286.9	222	3453	12142	3674
PPP2R3A	ENSG00000073711.11	ENST00000264977.8	563	3453	6743	4015
KCNU1	ENSG00000215262.8	ENST00000399881.8	38	3450	3692	3487
CFAP251	ENSG00000158023.10	ENST00000288912.9	125	3450	3729	3574
ABL1	ENSG00000097007.20	ENST00000372348.9	1278	3450	6719	4727
FBF1	ENSG00000188878.20	ENST00000636174.2	279	3447	4874	3725
SGSM1	ENSG00000167037.19	ENST00000400359.4	8	3447	4317	3454
RFC1	ENSG00000035928.17	ENST00000381897.5	135	3447	4886	3581
MYT1	ENSG00000196132.14	ENST00000536311.5	365	3447	5614	3811
TRAPPC9	ENSG00000167632.18	ENST00000648948.2	310	3447	7092	3756
PCDH19	ENSG00000165194.15	ENST00000373034.8	1677	3447	9756	5123
ATP9B	ENSG00000166377.21	ENST00000426216.6	18	3444	4361	3461
SCAF4	ENSG00000156304.15	ENST00000286835.12	427	3444	4269	3870
NOL6	ENSG00000165271.17	ENST00000297990.9	83	3441	4834	3523
SLC12A1	ENSG00000074803.21	ENST00000646012.1	393	3438	4663	3830
ADCY3	ENSG00000138031.15	ENST00000405392.6	1	3438	4182	3438
MAN2A1	ENSG00000112893.10	ENST00000261483.5	492	3435	6553	3926
DHX34	ENSG00000134815.19	ENST00000328771.9	316	3432	4338	3747
MCM9	ENSG00000111877.18	ENST00000619706.5	419	3432	5219	3850
FHDC1	ENSG00000137460.10	ENST00000511601.6	218	3432	6597	3649
COL19A1	ENSG00000082293.13	ENST00000620364.5	118	3429	8740	3546
UNC13D	ENSG00000092929.13	ENST00000412096.6	14	3429	3648	3442
CCDC40	ENSG00000141519.15	ENST00000397545.9	22	3429	4288	3450
ZMYM1	ENSG00000197056.11	ENST00000650449.1	815	3429	4608	4243
ENAM	ENSG00000132464.13	ENST00000396073.4	282	3429	5679	3710
MAGEC1	ENSG00000155495.9	ENST00000285879.5	287	3429	4256	3715
MYBPC2	ENSG00000086967.10	ENST00000357701.6	63	3426	3604	3488
SREBF2	ENSG00000198911.13	ENST00000361204.9	167	3426	5237	3592
PDE3A	ENSG00000172572.7	ENST00000359062.4	749	3426	12486	4174
C16orf96	ENSG00000205832.8	ENST00000444310.5	151	3426	4017	3576
DDB1	ENSG00000167986.15	ENST00000680367.1	323	3423	4426	3745
MEGF10	ENSG00000145794.17	ENST00000274473.6	268	3423	7594	3690
CEP135	ENSG00000174799.12	ENST00000257287.5	161	3423	5596	3583
MEGF11	ENSG00000157890.19	ENST00000395614.6	155	3423	6212	3577
GRIP2	ENSG00000144596.13	ENST00000619221.4	1	3423	7977	3423
FAM184A	ENSG00000111879.20	ENST00000338891.12	366	3423	4128	3788
NBPF1	ENSG00000219481.11	ENST00000430580.6	889	3420	5932	4308
SLC12A5	ENSG00000124140.15	ENST00000454036.6	77	3420	3593	3496
USP28	ENSG00000048028.12	ENST00000696973.1	72	3420	4856	3491
RBL2	ENSG00000103479.17	ENST00000262133.11	87	3420	4854	3506
TIE1	ENSG00000066056.14	ENST00000372476.8	91	3417	3893	3507
NPIPB13	ENSG00000198064.15	ENST00000697092.1	2744	3417	6292	6160
MAML3	ENSG00000196782.13	ENST00000509479.6	858	3417	6844	4274
SLC4A5	ENSG00000188687.18	ENST00000377634.8	401	3414	3814	3814
USP7	ENSG00000187555.17	ENST00000673704.1	52	3414	5366	3465
ALG13	ENSG00000101901.13	ENST00000394780.8	50	3414	4113	3463
MSH3	ENSG00000113318.11	ENST00000265081.7	77	3414	4443	3490
DENND2B	ENSG00000166444.19	ENST00000534127.5	387	3414	4545	3800
AP4E1	ENSG00000081014.11	ENST00000261842.10	97	3414	6743	3510
MYO1B	ENSG00000128641.19	ENST00000392318.8	233	3411	5069	3643
GRIP1	ENSG00000155974.14	ENST00000696989.1	286	3411	5052	3696
SPECC1L	ENSG00000100014.20	ENST00000651059.1	289	3411	6282	3699
KCNT2	ENSG00000162687.19	ENST00000294725.14	132	3408	5984	3539
PCDH18	ENSG00000189184.12	ENST00000344876.9	407	3408	5925	3814
AMER1	ENSG00000184675.11	ENST00000374869.8	238	3408	8407	3645
NCKAP1	ENSG00000061676.16	ENST00000360982.2	760	3405	4989	4164
OVCH1	ENSG00000187950.9	ENST00000318184.9	1	3405	3405	3405
R3HDM1	ENSG00000048991.18	ENST00000683871.1	400	3405	4781	3804
VCL	ENSG00000035403.18	ENST00000211998.10	93	3405	5497	3497
UBN1	ENSG00000118900.15	ENST00000262376.11	770	3405	6443	4174
TP53BP2	ENSG00000143514.18	ENST00000343537.12	268	3405	4632	3672
TEX2	ENSG00000136478.9	ENST00000258991.7	86	3405	5232	3490
SPATA31C2	ENSG00000177910.9	ENST00000324915.6	30	3405	3761	3434
TRAPPC11	ENSG00000168538.16	ENST00000334690.11	177	3402	4523	3578
POLR3B	ENSG00000013503.10	ENST00000228347.9	133	3402	4183	3534
POLD1	ENSG00000062822.16	ENST00000595904.6	46	3402	3514	3447
RC3H1	ENSG00000135870.12	ENST00000367696.7	413	3402	11451	3814
SH3PXD2A	ENSG00000107957.17	ENST00000369774.9	311	3402	11501	3712
NPIPB5	ENSG00000243716.12	ENST00000517539.5	76	3402	3569	3477
ATP11C	ENSG00000101974.15	ENST00000327569.7	100	3399	6115	3498
JAK2	ENSG00000096968.14	ENST00000381652.4	468	3399	7023	3866
SEL1L3	ENSG00000091490.11	ENST00000399878.8	153	3399	4543	3551
INPP5F	ENSG00000198825.15	ENST00000650623.2	214	3399	4979	3612
MIS18BP1	ENSG00000129534.14	ENST00000310806.9	260	3399	4577	3658
TERT	ENSG00000164362.21	ENST00000310581.10	80	3399	4039	3478
BTBD7	ENSG00000011114.15	ENST00000334746.10	324	3399	8445	3722
CIITA	ENSG00000179583.21	ENST00000618327.4	134	3396	4657	3529
LRGUK	ENSG00000155530.4	ENST00000695542.2	29	3396	4895	3424
ADNP2	ENSG00000101544.9	ENST00000262198.9	225	3396	5157	3620
ITGA6	ENSG00000091409.16	ENST00000442250.6	204	3393	5803	3596
AP3B2	ENSG00000103723.17	ENST00000652847.1	170	3393	3714	3562
KDM4B	ENSG00000127663.15	ENST00000611640.4	227	3393	5703	3619
EPHA6	ENSG00000080224.18	ENST00000389672.10	31	3393	16254	3423
OAS3	ENSG00000111331.14	ENST00000679493.1	8	3393	6517	3400
LATS1	ENSG00000131023.13	ENST00000543571.6	394	3393	7362	3786
ASAP1	ENSG00000153317.15	ENST00000518721.6	243	3390	6259	3632
ARHGEF2	ENSG00000116584.22	ENST00000673475.1	251	3390	4727	3640
WDHD1	ENSG00000198554.12	ENST00000360586.8	89	3390	6019	3478
UPF1	ENSG00000005007.14	ENST00000599848.5	210	3390	5311	3599
HPS5	ENSG00000110756.18	ENST00000349215.8	245	3390	4840	3634
ZNF654	ENSG00000175105.8	ENST00000636215.2	66	3387	6460	3452
NCKAP1L	ENSG00000123338.13	ENST00000293373.11	39	3384	8980	3422
TRIM33	ENSG00000197323.12	ENST00000358465.7	128	3384	8369	3511
CAPRIN2	ENSG00000110888.19	ENST00000687797.1	752	3384	4484	4135
PLCL2	ENSG00000154822.18	ENST00000615277.5	86	3384	4161	3469
COL28A1	ENSG00000215018.10	ENST00000399429.8	162	3378	4297	3539
USP25	ENSG00000155313.16	ENST00000400183.7	413	3378	5379	3790
XPO6	ENSG00000169180.12	ENST00000304658.10	598	3378	4537	3975
ZEB1	ENSG00000148516.23	ENST00000424869.6	20	3378	5937	3397
SLC9C2	ENSG00000162753.13	ENST00000367714.4	402	3375	4410	3776
ANLN	ENSG00000011426.11	ENST00000265748.7	166	3375	4731	3540
JAK3	ENSG00000105639.21	ENST00000458235.7	51	3375	5386	3425
TEK	ENSG00000120156.22	ENST00000380036.10	367	3375	4683	3741
HDAC5	ENSG00000108840.16	ENST00000225983.10	325	3372	5326	3696
PALLD	ENSG00000129116.20	ENST00000505667.6	226	3372	5858	3597
USP36	ENSG00000055483.20	ENST00000542802.7	445	3372	6063	3816
RBM6	ENSG00000004534.15	ENST00000266022.9	143	3372	3630	3514
USP43	ENSG00000154914.17	ENST00000285199.12	117	3372	4185	3488
ADAMTS17	ENSG00000140470.15	ENST00000568565.2	1	3369	3369	3369
PPP1R3A	ENSG00000154415.8	ENST00000284601.4	14	3369	4328	3382
ANO4	ENSG00000151572.18	ENST00000644049.1	1	3366	3797	3366
CFAP70	ENSG00000156042.19	ENST00000355577.9	127	3366	3705	3492
AGBL1	ENSG00000273540.5	ENST00000614907.3	103	3366	12330	3468
ENSG00000289027	ENSG00000289027.1	ENST00000692281.1	519	3363	5370	3881
NFX1	ENSG00000086102.19	ENST00000379540.8	58	3363	4599	3420
ERC1	ENSG00000082805.21	ENST00000546231.6	529	3363	4390	3891
TBC1D8B	ENSG00000133138.20	ENST00000357242.10	182	3363	5729	3544
EFL1	ENSG00000140598.16	ENST00000696330.1	407	3363	3924	3769
UBAP2	ENSG00000137073.24	ENST00000684158.1	207	3360	4362	3566
TRPA1	ENSG00000104321.11	ENST00000262209.5	176	3360	5191	3535
WWC1	ENSG00000113645.15	ENST00000521089.5	4	3360	3562	3363
ADCY1	ENSG00000164742.16	ENST00000297323.12	177	3360	12657	3536
LRIG3	ENSG00000139263.12	ENST00000320743.8	270	3360	4046	3629
SLC38A10	ENSG00000157637.13	ENST00000374759.8	387	3360	4491	3746
SLC4A10	ENSG00000144290.17	ENST00000446997.6	104	3357	5578	3460
ABR	ENSG00000159842.16	ENST00000574139.7	109	3357	6026	3465
USP8	ENSG00000138592.14	ENST00000396444.7	339	3357	19026	3695
FAM120A	ENSG00000048828.18	ENST00000277165.11	232	3357	5160	3588
DSG2	ENSG00000046604.14	ENST00000261590.13	76	3357	5697	3432
MAP3K9	ENSG00000006432.16	ENST00000555993.6	364	3357	4449	3720
DGKZ	ENSG00000149091.15	ENST00000454345.6	115	3354	4072	3468
ADAMTS6	ENSG00000049192.15	ENST00000381055.8	858	3354	7309	4211
CCDC158	ENSG00000163749.18	ENST00000682701.1	294	3354	3778	3647
CEP126	ENSG00000110318.15	ENST00000263468.13	276	3354	7048	3629
CATSPERB	ENSG00000133962.8	ENST00000256343.8	158	3351	3699	3508
GTF2IRD2B	ENSG00000174428.19	ENST00000651028.1	892	3351	4750	4242
EIF2AK3	ENSG00000172071.15	ENST00000303236.9	191	3351	4536	3541
IPO5	ENSG00000065150.21	ENST00000261574.10	181	3348	6001	3528
TCERG1	ENSG00000113649.14	ENST00000679501.2	18	3348	4684	3365
BOC	ENSG00000144857.15	ENST00000682979.1	630	3348	4574	3977
PTPRH	ENSG00000080031.10	ENST00000376350.8	69	3348	3923	3416
GRIN3A	ENSG00000198785.7	ENST00000361820.6	669	3348	7838	4016
ESYT1	ENSG00000139641.13	ENST00000267113.4	54	3345	3577	3398
MCF2L2	ENSG00000053524.13	ENST00000328913.8	643	3345	5326	3987
OTUD4	ENSG00000164164.17	ENST00000447906.8	617	3345	7741	3961
RET	ENSG00000165731.21	ENST00000355710.8	191	3345	5617	3535
FNIP2	ENSG00000052795.13	ENST00000264433.11	188	3345	7038	3532
ARHGAP39	ENSG00000147799.12	ENST00000377307.7	243	3345	4830	3587
ANKRD18B	ENSG00000230453.11	ENST00000684830.1	240	3342	4160	3581
